date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
1/12/2021,Georgia,170571,960975,85110,0.07,1.61,7746,0.8,9.05,,,,0.177,,
1/13/2021,Georgia,198756,1003975,86105,0.08,1.87,8937,0.81,9.46,28185,28185,2655,0.198,,
1/14/2021,Georgia,231305,1010900,204301,,2.18,,1.92,9.52,32549,30367,2860,0.229,,
1/15/2021,Georgia,231305,1011200,204301,0.21,2.18,22324,1.92,9.52,0,20245,1907,0.229,,
1/16/2021,Georgia,,,,,,,,,,20248,1907,,,
1/17/2021,Georgia,,,,,,,,,,20250,1907,,,
1/18/2021,Georgia,,,,,,,,,,20251,1907,,,
1/19/2021,Georgia,312336,1011200,278151,0.27,2.94,28907,2.62,9.52,,20252,1907,0.309,,
1/20/2021,Georgia,397048,1077375,356010,0.33,3.74,35029,3.35,10.15,84712,28327,2668,0.369,,
1/21/2021,Georgia,453862,1162275,407000,0.38,4.27,39972,3.83,10.95,56814,31794,2995,0.39,,
1/22/2021,Georgia,603486,1235375,533665,0.56,5.68,59925,5.03,11.64,149624,53169,5008,0.489,,
1/23/2021,Georgia,604067,1235775,534161,0.56,5.69,59965,5.03,11.64,581,50358,4743,0.489,,
1/24/2021,Georgia,604067,1235775,534161,0.56,5.69,59965,5.03,11.64,0,47464,4470,0.489,,
1/25/2021,Georgia,604067,1235775,534161,0.56,5.69,59965,5.03,11.64,0,44570,4198,0.489,,
1/26/2021,Georgia,668589,1309850,591385,0.61,6.3,64989,5.57,12.34,64522,50893,4793,0.51,,
1/27/2021,Georgia,712866,1412450,622905,0.71,6.71,75360,5.87,13.3,44277,45117,4249,0.505,,
1/28/2021,Georgia,764211,1441025,659212,0.84,7.2,89305,6.21,13.57,51345,44336,4176,0.53,,
1/29/2021,Georgia,810291,1448825,693085,0.94,7.63,99941,6.53,13.65,46080,29544,2783,0.559,,
1/30/2021,Georgia,856746,1449800,729117,1.03,8.07,109311,6.87,13.65,46455,36097,3400,0.591,,
1/31/2021,Georgia,906186,1449800,766875,1.13,8.53,119878,7.22,13.65,49440,43160,4065,0.625,,
2/1/2021,Georgia,930517,1449800,785487,1.18,8.76,125548,7.4,13.65,24331,46636,4392,0.642,,
2/2/2021,Georgia,940066,1557175,790354,1.22,8.85,129885,7.44,14.67,9549,38782,3653,0.604,,
2/3/2021,Georgia,975038,1638700,813214,1.33,9.18,140900,7.66,15.43,34972,37453,3528,0.595,,
2/4/2021,Georgia,1008040,1686125,834091,1.44,9.49,152626,7.86,15.88,33002,34833,3281,0.598,,
2/5/2021,Georgia,1051622,1688075,860543,1.59,9.9,169163,8.11,15.9,43582,34476,3247,0.623,,
2/6/2021,Georgia,1098863,1688075,887597,1.78,10.35,188736,8.36,15.9,47241,34588,3258,0.651,,
2/7/2021,Georgia,1146024,1688075,912189,1.98,10.79,210237,8.59,15.9,47161,34263,3227,0.679,,
2/8/2021,Georgia,1167738,1688075,923282,2.07,11,219840,8.7,15.9,21714,33889,3192,0.692,,
2/9/2021,Georgia,1179950,1840775,927176,2.15,11.11,227997,8.73,17.34,12212,34269,3228,0.641,,
2/10/2021,Georgia,1223850,1914800,946505,2.37,11.53,251946,8.91,18.03,43900,35545,3348,0.639,,
2/11/2021,Georgia,1273015,2017525,967179,2.63,11.99,279546,9.11,19,49165,37854,3565,0.631,,
2/12/2021,Georgia,1273015,2017525,967179,2.63,11.99,279546,9.11,19,0,31628,2979,0.631,,
2/13/2021,Georgia,1328795,2020275,987693,2.96,12.52,313961,9.3,19.03,55780,32847,3094,0.658,,
2/14/2021,Georgia,1437718,2020275,1027629,3.58,13.54,380394,9.68,19.03,108923,41671,3925,0.712,,
2/15/2021,Georgia,,,,,,,,,,41120,3873,,,
2/16/2021,Georgia,1473440,2130100,1040075,3.79,13.88,402578,9.8,20.06,,41927,3949,0.692,,
2/17/2021,Georgia,1473440,2131775,1040075,3.79,13.88,402578,9.8,20.08,0,35656,3358,0.691,,
2/18/2021,Georgia,1569216,2145525,1073929,4.36,14.78,462570,10.11,20.21,95776,42314,3985,0.731,,
2/19/2021,Georgia,1720789,2286360,1158554,4.97,16.21,527556,10.91,21.53,151573,63968,6025,0.753,,
2/20/2021,Georgia,1786755,2292085,1181826,5.35,16.83,568299,11.13,21.59,65966,65423,6162,0.78,,
2/21/2021,Georgia,,,,,,,,,,56072,5281,,,
2/22/2021,Georgia,1873683,2292085,1188521,5.84,17.65,620186,11.19,21.59,,59729,5626,0.817,,
2/23/2021,Georgia,1880429,2369305,1191004,5.88,17.71,624352,11.22,22.32,6746,58141,5476,0.794,,
2/24/2021,Georgia,1919262,2535925,1203510,6.12,18.08,649555,11.34,23.88,38833,63689,5999,0.757,,
2/25/2021,Georgia,1961849,2645625,1219200,6.36,18.48,674956,11.48,24.92,42587,56090,5283,0.742,,
2/26/2021,Georgia,2013769,2840015,1239379,6.65,18.97,705985,11.67,26.75,51920,41854,3942,0.709,,
2/27/2021,Georgia,2070076,2881145,1258671,6.98,19.5,741138,11.85,27.14,56307,40474,3812,0.718,,
2/28/2021,Georgia,2072451,2881145,1259837,7,19.52,742880,11.87,27.14,2375,34605,3259,0.719,,
3/1/2021,Georgia,2072628,2881145,1260430,7,19.52,743037,11.87,27.14,177,28421,2677,0.719,,
3/2/2021,Georgia,2085047,3067745,1268982,7.03,19.64,746611,11.95,28.89,12419,29231,2753,0.68,,
3/3/2021,Georgia,2133517,3155155,1287231,7.3,20.09,775586,12.12,29.72,48470,30608,2883,0.676,,
3/4/2021,Georgia,2187289,3339265,1310024,7.59,20.6,805346,12.34,31.45,53772,32206,3033,0.655,,
3/5/2021,Georgia,2253011,3379335,1337534,7.93,21.22,841985,12.6,31.83,65722,34177,3219,0.667,,
3/6/2021,Georgia,2308087,3437635,1365901,8.17,21.74,867118,12.86,32.38,55076,34002,3202,0.671,,
3/7/2021,Georgia,2366573,3437635,1396280,8.42,22.29,894327,13.15,32.38,58486,42017,3957,0.688,,
3/8/2021,Georgia,2391999,3437635,1411942,8.52,22.53,904207,13.3,32.38,25426,45624,4297,0.696,,
3/9/2021,Georgia,2406206,3706995,1420118,8.58,22.66,910623,13.38,34.91,14207,45880,4321,0.649,,
3/10/2021,Georgia,2408998,3782385,1422182,8.59,22.69,911979,13.39,35.62,2792,39354,3707,0.637,,
3/11/2021,Georgia,2483900,3923755,1474110,8.82,23.39,936451,13.88,36.96,74902,42373,3991,0.633,,
3/12/2021,Georgia,2598432,3980645,1548497,9.23,24.47,979717,14.58,37.49,114532,49346,4648,0.653,,
3/13/2021,Georgia,2681373,3980645,1608162,9.5,25.25,1008364,15.15,37.49,82941,53327,5023,0.674,,
3/14/2021,Georgia,2754347,3981815,1662522,9.74,25.94,1033760,15.66,37.5,72974,55396,5217,0.692,,
3/15/2021,Georgia,2790084,3981815,1689912,9.84,26.28,1044640,15.92,37.5,35737,56869,5356,0.701,,
3/16/2021,Georgia,2810272,4188145,1707798,9.88,26.47,1048574,16.08,39.45,20188,57724,5437,0.671,,
3/17/2021,Georgia,2814158,4284205,1710417,9.89,26.51,1050574,16.11,40.35,3886,57880,5451,0.657,,
3/18/2021,Georgia,2906563,4403365,1774120,10.19,27.38,1082385,16.71,41.47,92405,60380,5687,0.66,,
3/19/2021,Georgia,2910835,4482955,1777288,10.21,27.42,1084493,16.74,42.22,4272,44629,4203,0.649,,
3/20/2021,Georgia,3113334,4553155,1920080,10.72,29.32,1138530,18.08,42.88,202499,61709,5812,0.684,,
3/21/2021,Georgia,3207887,4553155,1999241,10.88,30.21,1155439,18.83,42.88,94553,64791,6102,0.705,,
3/22/2021,Georgia,3280952,4553155,2058969,11.04,30.9,1171886,19.39,42.88,73065,70124,6605,0.721,,
3/23/2021,Georgia,3281102,4820525,2059451,11.04,30.9,1172125,19.4,45.4,150,67261,6335,0.681,,
3/24/2021,Georgia,3362513,4986855,2121979,11.22,31.67,1191691,19.99,46.97,81411,78336,7378,0.674,,
3/25/2021,Georgia,3434860,5174215,2179249,11.38,32.35,1208667,20.53,48.73,72347,75471,7108,0.664,,
3/26/2021,Georgia,3530980,5319955,2256114,11.58,33.26,1229095,21.25,50.11,96120,88592,8344,0.664,,
3/27/2021,Georgia,3621196,5385975,2326415,11.77,34.11,1250189,21.91,50.73,90216,72552,6833,0.672,,
3/28/2021,Georgia,3711950,5385975,2401381,11.94,34.96,1267677,22.62,50.73,90754,72009,6782,0.689,,
3/29/2021,Georgia,3764344,5385975,2447419,12.01,35.45,1275068,23.05,50.73,52394,69056,6504,0.699,,
3/30/2021,Georgia,3786303,5724605,2465539,12.06,35.66,1280161,23.22,53.92,21959,72172,6798,0.661,,
3/31/2021,Georgia,3855859,5777435,2515040,12.26,36.32,1301323,23.69,54.41,69556,70478,6638,0.667,,
4/1/2021,Georgia,3950645,6101935,2584711,12.5,37.21,1327557,24.34,57.47,94786,73684,6940,0.647,,
4/2/2021,Georgia,4055515,6181185,2659950,12.81,38.2,1359623,25.05,58.22,104870,74934,7058,0.656,,
4/3/2021,Georgia,4150770,6237495,2726041,13.11,39.09,1392057,25.68,58.75,95255,75653,7125,0.665,,
4/4/2021,Georgia,4153506,6237495,2728898,13.13,39.12,1393877,25.7,58.75,2736,63079,5941,0.666,,
4/5/2021,Georgia,4236864,6237495,2791236,13.33,39.9,1415768,26.29,58.75,83358,67503,6358,0.679,,
4/6/2021,Georgia,4281437,6663635,2812750,13.39,40.32,1421747,26.49,62.76,44573,70733,6662,0.643,,
4/7/2021,Georgia,4463237,6782615,2925480,14.08,42.04,1494480,27.55,63.88,181800,86768,8172,0.658,,
4/8/2021,Georgia,4541621,6990615,2983960,14.47,42.78,1536865,28.1,65.84,78384,84425,7952,0.65,,
4/9/2021,Georgia,4660059,7067975,3055334,14.95,43.89,1587661,28.78,66.57,118438,86363,8134,0.659,,
4/10/2021,Georgia,4664737,7197345,3058311,14.99,43.93,1591591,28.8,67.79,4678,73424,6915,0.648,,
4/11/2021,Georgia,4667495,7197345,3060628,15.02,43.96,1594354,28.83,67.79,2758,73427,6916,0.649,,
4/12/2021,Georgia,4668187,7197445,3062204,15.03,43.97,1595403,28.84,67.79,692,61618,5803,0.649,,
4/13/2021,Georgia,,,,,,,,,,83345,7850,,,
4/14/2021,Georgia,5061522,7539135,3290515,16.79,47.67,1782385,30.99,71.01,,85469,8050,0.671,,
4/15/2021,Georgia,5157520,7828695,3333309,17.29,48.58,1835536,31.39,73.73,95998,87986,8287,0.659,,
4/16/2021,Georgia,5262259,7900615,3372331,17.9,49.56,1899992,31.76,74.41,104739,86029,8103,0.666,,
4/17/2021,Georgia,5366914,8033225,3411530,18.51,50.55,1964775,32.13,75.66,104655,100311,9448,0.668,,
4/18/2021,Georgia,5462269,8033225,3443914,19.08,51.45,2025794,32.44,75.66,95355,113539,10694,0.68,,
4/19/2021,Georgia,5542994,8033225,3471588,19.54,52.21,2074187,32.7,75.66,80725,124972,11770,0.69,,
4/20/2021,Georgia,5583537,8266105,3485265,19.79,52.59,2101212,32.83,77.85,40543,102669,9670,0.675,,
4/21/2021,Georgia,5655164,8341495,3511811,20.21,53.26,2146103,33.08,78.56,71627,84806,7987,0.678,,
4/22/2021,Georgia,5740162,8608795,3538315,20.75,54.06,2202939,33.33,81.08,84998,83235,7839,0.667,,
4/23/2021,Georgia,5828947,8700275,3565858,21.32,54.9,2263940,33.58,81.94,88785,80955,7625,0.67,,
4/24/2021,Georgia,5922054,8793835,3592667,21.94,55.78,2328997,33.84,82.82,93107,79306,7469,0.673,,
4/25/2021,Georgia,5924273,8793835,3594066,21.96,55.8,2331518,33.85,82.82,2219,66001,6216,0.674,,
4/26/2021,Georgia,6011504,8793835,3623541,22.49,56.62,2388290,34.13,82.82,87231,66930,6304,0.684,,
4/27/2021,Georgia,6060609,9007905,3639372,22.81,57.08,2421923,34.28,84.84,49105,68153,6419,0.673,,
4/28/2021,Georgia,6135031,9110285,3661495,23.27,57.78,2470926,34.49,85.81,74422,68552,6457,0.673,,
4/29/2021,Georgia,6218010,9239535,3684661,23.81,58.56,2527545,34.7,87.02,82979,68264,6429,0.673,,
4/30/2021,Georgia,6306091,9368775,3709017,24.41,59.39,2591190,34.93,88.24,88081,68163,6420,0.673,,
5/1/2021,Georgia,6386954,9483435,3732623,24.95,60.16,2649030,35.16,89.32,80863,66414,6255,0.673,,
5/2/2021,Georgia,6460256,9483435,3755111,25.43,60.85,2699753,35.37,89.32,73302,76569,7212,0.681,,
5/3/2021,Georgia,6461734,9483435,3755963,25.44,60.86,2700803,35.38,89.32,1478,64319,6058,0.681,,
5/4/2021,Georgia,6503909,9721415,3769478,25.71,61.26,2730134,35.5,91.56,42175,63329,5965,0.669,,
5/5/2021,Georgia,6550721,9789055,3785099,26.01,61.7,2761702,35.65,92.2,46812,59384,5593,0.669,,
5/6/2021,Georgia,6552673,9888925,3786912,26.03,61.72,2763645,35.67,93.14,1952,47809,4503,0.663,,
5/7/2021,Georgia,6680976,9913265,3830155,26.85,62.92,2850374,36.07,93.37,128303,53555,5044,0.674,,
5/8/2021,Georgia,6740869,9921025,3849874,27.22,63.49,2890358,36.26,93.44,59893,50559,4762,0.679,,
5/9/2021,Georgia,6799470,9921025,3869064,27.6,64.04,2929987,36.44,93.44,58601,48459,4564,0.685,,
5/10/2021,Georgia,6838037,9921025,3883754,27.84,64.4,2956409,36.58,93.44,38567,53758,5063,0.689,,
5/11/2021,Georgia,6867030,9966255,3900185,28.04,64.68,2977408,36.73,93.87,28993,51874,4886,0.689,,
5/12/2021,Georgia,6909908,10047675,3917176,28.29,65.08,3003804,36.89,94.63,42878,51312,4833,0.688,,
5/13/2021,Georgia,6960793,10097845,3935412,28.61,65.56,3037554,37.07,95.11,50885,58303,5491,0.689,,
5/14/2021,Georgia,7004624,10159755,3952119,28.86,65.97,3064613,37.22,95.69,43831,46235,4355,0.689,,
5/15/2021,Georgia,7053648,10223535,3971980,29.15,66.43,3095445,37.41,96.29,49024,44683,4208,0.69,,
5/16/2021,Georgia,7055138,10223535,3973172,29.16,66.45,3096482,37.42,96.29,1490,36524,3440,0.69,,
5/17/2021,Georgia,7120620,10223535,4001973,29.51,67.07,3133196,37.69,96.29,65482,40369,3802,0.696,,
5/18/2021,Georgia,7120836,10223635,4002403,29.51,67.07,3133560,37.7,96.29,216,36258,3415,0.697,,
5/19/2021,Georgia,7122845,10332775,4004000,29.53,67.09,3134850,37.71,97.32,2009,30420,2865,0.689,,
5/20/2021,Georgia,7212497,10397145,4048946,29.98,67.93,3183565,38.13,97.93,89652,35958,3387,0.694,,
5/21/2021,Georgia,7256339,10447805,4068991,30.22,68.34,3208104,38.32,98.4,43842,35959,3387,0.695,,
5/22/2021,Georgia,7306802,10533755,4093508,30.48,68.82,3236398,38.55,99.21,50463,36165,3406,0.694,,
5/23/2021,Georgia,7340924,10533755,4107587,30.68,69.14,3257623,38.69,99.21,34122,40827,3845,0.697,,
5/24/2021,Georgia,7341201,10533755,4107924,30.69,69.14,3257973,38.69,99.21,277,31512,2968,0.697,,
5/25/2021,Georgia,7341201,10555975,4108169,30.69,69.14,3258138,38.69,99.42,0,31481,2965,0.695,,
5/26/2021,Georgia,7376645,10569965,4125559,30.87,69.48,3277423,38.86,99.55,35444,36257,3415,0.698,,
5/27/2021,Georgia,7410254,10618245,4142634,31.04,69.79,3295633,39.02,100.01,33609,28251,2661,0.698,,
5/28/2021,Georgia,7411688,10670715,4144065,31.05,69.81,3296656,39.03,100.5,1434,22193,2090,0.695,,
5/29/2021,Georgia,7413625,10750095,4145136,31.07,69.83,3298581,39.04,101.25,1937,15260,1437,0.69,,
5/30/2021,Georgia,7414465,10750095,4145899,31.08,69.83,3299623,39.05,101.25,840,10506,990,0.69,,
5/31/2021,Georgia,,,,,,,,,,24480,2306,,,
6/1/2021,Georgia,7610655,10750095,4236245,32.1,71.68,3407704,39.9,101.25,,38493,3625,0.708,,
6/2/2021,Georgia,7610659,10750095,4236513,32.1,71.68,3407890,39.9,101.25,4,33431,3149,0.708,,
6/3/2021,Georgia,7612650,10770815,4237594,32.11,71.7,3409346,39.91,101.44,1991,28914,2723,0.707,,
6/4/2021,Georgia,7783684,10798395,4304247,33.09,73.31,3512913,40.54,101.7,171034,53142,5005,0.721,,
6/5/2021,Georgia,7785073,10874215,4305258,33.1,73.32,3514143,40.55,102.42,1389,53064,4998,0.716,,
6/6/2021,Georgia,7859494,10874215,4347833,33.4,74.02,3546734,40.95,102.42,74421,63576,5988,0.723,,
6/7/2021,Georgia,7860212,10874215,4348580,33.41,74.03,3547535,40.96,102.42,718,49665,4678,0.723,,
6/8/2021,Georgia,7931960,10881625,4381496,33.79,74.71,3587882,41.27,102.49,71748,45901,4323,0.729,,
6/9/2021,Georgia,7933928,10890655,4382437,33.81,74.73,3589555,41.28,102.57,1968,46181,4350,0.729,,
6/10/2021,Georgia,7935079,10893035,4383278,33.82,74.74,3590749,41.28,102.6,1151,46061,4338,0.728,,
6/11/2021,Georgia,7935079,10901715,4383505,33.82,74.74,3590930,41.29,102.68,0,21628,2037,0.728,,
6/12/2021,Georgia,7936088,10928305,4384788,33.83,74.75,3592184,41.3,102.93,1009,21574,2032,0.726,,
6/13/2021,Georgia,7937356,10928305,4385719,33.85,74.76,3593625,41.31,102.93,1268,11123,1048,0.726,,
6/14/2021,Georgia,7938727,10928305,4386793,33.86,74.77,3595582,41.32,102.93,1371,11216,1056,0.726,,
6/15/2021,Georgia,7939097,10932375,4387213,33.87,74.77,3596274,41.32,102.97,370,1020,96,0.726,,
6/16/2021,Georgia,7939269,10966325,4387716,33.88,74.78,3596897,41.33,103.29,172,763,72,0.724,,
6/17/2021,Georgia,8097319,10989855,4453331,34.78,76.26,3692677,41.94,103.51,158050,23177,2183,0.737,,
6/18/2021,Georgia,8098203,11005905,4454138,34.79,76.27,3693780,41.95,103.66,884,23303,2195,0.736,,
6/19/2021,Georgia,8099160,11051315,4455094,34.8,76.28,3694880,41.96,104.09,957,23296,2194,0.733,,
6/20/2021,Georgia,8100191,11051315,4455785,34.81,76.29,3696165,41.97,104.09,1031,23262,2191,0.733,,
6/21/2021,Georgia,8100255,11051315,4456062,34.81,76.29,3696341,41.97,104.09,64,23075,2173,0.733,,
6/22/2021,Georgia,8220179,11054215,4511414,35.42,77.42,3760962,42.49,104.11,119924,40155,3782,0.744,,
6/23/2021,Georgia,8220593,11073185,4512103,35.43,77.43,3761490,42.5,104.29,414,40189,3785,0.742,,
6/24/2021,Georgia,8221814,11091725,4513062,35.44,77.44,3762566,42.51,104.47,1221,17785,1675,0.741,,
6/25/2021,Georgia,8222264,11117525,4513660,35.44,77.44,3763180,42.51,104.71,450,17723,1669,0.74,,
6/26/2021,Georgia,8222816,11159855,4514292,35.45,77.45,3763848,42.52,105.11,552,17665,1664,0.737,,
6/27/2021,Georgia,8222968,11159855,4514776,35.45,77.45,3764366,42.52,105.11,152,17540,1652,0.737,,
6/28/2021,Georgia,8223532,11159855,4515551,35.46,77.45,3765250,42.53,105.11,564,17611,1659,0.737,,
6/29/2021,Georgia,8406166,11174215,4585953,36.52,79.17,3877365,43.19,105.24,182634,26570,2502,0.752,,
6/30/2021,Georgia,8422803,11184635,4598121,36.59,79.33,3884556,43.31,105.34,16637,28887,2721,0.753,,
7/1/2021,Georgia,8445684,11194015,4613167,36.67,79.55,3893218,43.45,105.43,22881,31981,3012,0.754,,
7/2/2021,Georgia,8446608,11205775,4613813,36.68,79.55,3894171,43.46,105.54,924,32049,3019,0.754,,
7/3/2021,Georgia,8484630,11223555,4637004,36.83,79.91,3910314,43.67,105.71,38022,37402,3523,0.756,,
7/4/2021,Georgia,8484782,11223555,4637498,36.83,79.91,3910698,43.68,105.71,152,37402,3523,0.756,,
7/5/2021,Georgia,,,,,,,,,,39694,3739,,,
7/6/2021,Georgia,8517999,11223555,4655198,36.98,80.23,3926832,43.84,105.71,,15976,1505,0.759,,
7/7/2021,Georgia,8531126,11223555,4662662,37.04,80.35,3932968,43.92,105.71,13127,15475,1458,0.76,,
7/8/2021,Georgia,8549769,11258655,4673614,37.12,80.53,3941470,44.02,106.04,18643,14869,1400,0.759,,
7/9/2021,Georgia,8550255,11260005,4674137,37.13,80.53,3942002,44.02,106.05,486,14807,1395,0.759,,
7/10/2021,Georgia,8550988,11322705,4674935,37.13,80.54,3942675,44.03,106.64,733,9480,893,0.755,,
7/11/2021,Georgia,8551769,11322705,4675777,37.14,80.54,3943546,44.04,106.64,781,9570,901,0.755,,
7/12/2021,Georgia,8607149,11322705,4704960,37.39,81.07,3969801,44.31,106.64,55380,15108,1423,0.76,,
7/13/2021,Georgia,8607149,11326585,4705181,37.39,81.07,3969934,44.32,106.68,0,12736,1200,0.76,,
7/14/2021,Georgia,8628465,11339195,4716692,37.48,81.27,3979871,44.42,106.8,21316,13906,1310,0.761,,
7/15/2021,Georgia,8628869,11355655,4717320,37.49,81.27,3980303,44.43,106.95,404,11300,1064,0.76,,
7/16/2021,Georgia,8629681,11373025,4717933,37.49,81.28,3980991,44.44,107.12,812,11347,1069,0.759,,
7/17/2021,Georgia,8630136,11405925,4718613,37.5,81.28,3981538,44.44,107.43,455,11307,1065,0.757,,
7/18/2021,Georgia,8630684,11405925,4719334,37.5,81.29,3982004,44.45,107.43,548,11274,1062,0.757,,
7/19/2021,Georgia,,,,,,,,,,9754,919,,,
7/20/2021,Georgia,8720175,11409285,4767583,37.92,82.13,4025666,44.9,107.46,,16147,1521,0.764,,
7/21/2021,Georgia,8747755,11424395,4783420,38.02,82.39,4037136,45.05,107.6,27580,17041,1605,0.766,,
7/22/2021,Georgia,8748307,11448245,4784315,38.03,82.4,4037519,45.06,107.83,552,17063,1607,0.764,,
7/23/2021,Georgia,8748752,11510325,4785044,38.03,82.4,4037959,45.07,108.41,445,17010,1602,0.76,,
7/24/2021,Georgia,8749205,11536745,4785767,38.04,82.4,4038452,45.07,108.66,453,17010,1602,0.758,,
7/25/2021,Georgia,8749726,11536985,4786820,38.04,82.41,4038918,45.08,108.66,521,17006,1602,0.758,,
7/26/2021,Georgia,8749742,11536985,4787149,38.04,82.41,4039038,45.09,108.66,16,10616,1000,0.758,,
7/27/2021,Georgia,8749747,11552615,4787474,38.04,82.41,4039150,45.09,108.81,5,4225,398,0.757,,
7/28/2021,Georgia,8877174,11575865,4868672,38.47,83.61,4084995,45.86,109.03,127427,18488,1741,0.767,,
7/29/2021,Georgia,8904071,11634805,4886737,38.55,83.86,4093544,46.03,109.58,26897,22252,2096,0.765,,
7/30/2021,Georgia,8940254,11697975,4910269,38.65,84.2,4103919,46.25,110.18,36183,27357,2577,0.764,,
7/31/2021,Georgia,8941174,11795685,4911568,38.66,84.21,4104779,46.26,111.1,920,27424,2583,0.758,,
8/1/2021,Georgia,8942038,11795685,4913017,38.67,84.22,4105276,46.27,111.1,864,27473,2588,0.758,,
8/2/2021,Georgia,8942110,11795685,4913604,38.67,84.22,4105466,46.28,111.1,72,27481,2588,0.758,,
8/3/2021,Georgia,8942111,11805395,4914177,38.67,84.22,4105643,46.28,111.19,1,27481,2588,0.757,,
8/4/2021,Georgia,8942802,11834555,4915301,38.67,84.23,4106222,46.29,111.46,691,9375,883,0.756,,
8/5/2021,Georgia,9080138,11872545,5010039,39.05,85.52,4145869,47.19,111.82,137336,25152,2369,0.765,,
8/6/2021,Georgia,9080611,11964475,5011141,39.05,85.53,4146314,47.2,112.69,473,20051,1888,0.759,,
8/7/2021,Georgia,9081249,12024545,5012293,39.06,85.53,4146938,47.21,113.25,638,20011,1885,0.755,,
8/8/2021,Georgia,9081621,12024645,5013198,39.06,85.54,4147336,47.22,113.25,372,19940,1878,0.755,,
8/9/2021,Georgia,9081740,12024645,5013900,39.06,85.54,4147538,47.22,113.25,119,19947,1879,0.755,,
